STATION_LATITUDE,STATION_LONGITUDE,RAIN_LAST10MIN,TEMPERATURE_TC,HUMIDITY,PRESSURE_SURFACE,TIMEOBSERVATION
37.43957778,126.9029417,0.5,16,72.2,997.1,2016-04-16 18:10
37.45176667,126.9082417,0.4,15,69.4,995.8,2016-04-16 18:10
37.45175778,126.9022036,0.5,16,74.7,995.4,2016-04-16 18:10
37.61876944,127.0776056,0,16.5,55.5,995,2016-04-16 18:10
37.62718611,127.0791111,0,17.1,65,994.4,2016-04-16 18:10
37.6282125,127.0713106,0,17.4,56.5,996.4,2016-04-16 18:10
37.66850278,127.0792528,0.1,16,79.3,992.4,2016-04-16 18:10
37.66384167,127.0684278,0.1,16.3,65.7,992.7,2016-04-16 18:10
37.66666861,127.0569456,0.1,16.9,75.4,995.2,2016-04-16 18:10
37.62169722,127.0595306,0.1,17.6,53.7,995.8,2016-04-16 18:10
37.62676111,127.0511611,0.1,17,61.1,993.9,2016-04-16 18:10
37.629075,127.0575806,0.1,16.9,63.3,995,2016-04-16 18:10
37.63925,127.0750917,0,16.5,66.8,992.5,2016-04-16 18:10
37.68560556,127.0457083,0.2,16.2,84.6,994.5,2016-04-16 18:10
37.66479167,127.0354583,0.1,17.3,67.4,995.1,2016-04-16 18:10
37.65059722,127.0362583,0,16.9,60.8,994.3,2016-04-16 18:10
37.63766111,127.0382778,0.1,17.3,64.8,996.4,2016-04-16 18:10
37.65320833,127.0518528,0.8,16.7,65.5,992.5,2016-04-16 18:10
37.65193611,127.0456944,0.1,16.5,70,994.6,2016-04-16 18:10
37.57808417,127.0300633,0.2,17.7,60.4,997.4,2016-04-16 18:10
37.574625,127.0379278,0.2,17.4,63.3,997,2016-04-16 18:10
37.57919444,127.0740694,0.1,17.1,54.5,996.8,2016-04-16 18:10
37.5619475,127.0652919,0.1,17.6,64.2,996.4,2016-04-16 18:10
37.58395,127.0535278,0.1,16.9,63,994.1,2016-04-16 18:10
37.57830083,127.0570625,0.1,17.7,61.6,997.1,2016-04-16 18:10
37.58603611,127.0370083,0.1,16.6,62.6,996.9,2016-04-16 18:10
37.59163889,127.0490944,0.1,17.2,62.3,995.4,2016-04-16 18:10
37.51405667,126.9448017,0.3,16.3,73,994.6,2016-04-16 18:10
37.49944444,126.9277778,0.6,16.4,74.9,994,2016-04-16 18:10
37.51248611,126.9548694,0.4,16.6,70.1,996.6,2016-04-16 18:10
